Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
"Miami/Ft. Lauderdale",Weekly,"2023-02-05 00:00:00",Organic,1.304829386,35103.48,315.55,3.42,0.00,23393.14,,,,11391.37
Nashville,Weekly,"2023-02-26 00:00:00",Organic,1.597725448,15198.11,46.61,1390.60,0.00,4599.18,,,,9161.71
Nashville,Weekly,"2023-02-19 00:00:00",Organic,1.562666473,16063.72,43.65,1383.27,0.00,4599.07,,,,10037.72
Nashville,Weekly,"2023-02-12 00:00:00",Organic,1.623258408,18917.56,34.31,1685.71,0.00,4007.09,,,,13190.45
Nashville,Weekly,"2023-02-05 00:00:00",Organic,1.826231602,14059.06,62.00,1238.85,0.00,4576.75,,,,8181.46
"Northern New England",Weekly,"2023-02-26 00:00:00",Organic,1.666216976,15423.16,81.11,212.24,0.00,12998.67,,,,2131.14
"Northern New England",Weekly,"2023-02-19 00:00:00",Organic,1.584917620,14919.62,78.62,342.93,0.00,12575.94,,,,1922.14
"Northern New England",Weekly,"2023-02-12 00:00:00",Organic,1.674595177,13493.75,67.34,315.74,0.00,11278.61,,,,1832.06
"Northern New England",Weekly,"2023-02-05 00:00:00",Organic,1.814507348,14960.50,217.09,381.26,0.00,12077.57,,,,2284.57
"New Orleans/Mobile",Weekly,"2023-02-26 00:00:00",Organic,1.132277571,7946.04,142.00,27.87,0.00,3069.73,,,,4706.43
"New Orleans/Mobile",Weekly,"2023-02-19 00:00:00",Organic,1.033131383,6515.13,71.55,9.23,0.00,2116.58,,,,4317.77
"New Orleans/Mobile",Weekly,"2023-02-12 00:00:00",Organic,0.701102271,11128.56,104.52,34.75,0.00,2352.23,,,,8637.07
"New Orleans/Mobile",Weekly,"2023-02-05 00:00:00",Organic,1.100817183,4281.78,132.58,18.57,0.00,2875.95,,,,1254.68
"New York",Weekly,"2023-02-26 00:00:00",Organic,1.764771088,85522.18,3775.54,2041.70,1.56,70103.05,,,,9600.34
"New York",Weekly,"2023-02-19 00:00:00",Organic,1.658208530,90956.85,3735.38,2334.39,0.00,75706.35,,,,9180.74
"New York",Weekly,"2023-02-12 00:00:00",Organic,1.713471576,96941.40,7981.48,2525.51,9.36,76714.79,,,,9710.25
"New York",Weekly,"2023-02-05 00:00:00",Organic,1.707771543,97235.30,4440.72,2227.17,4.69,81605.44,,,,8957.28
Orlando,Weekly,"2023-02-26 00:00:00",Organic,1.212684356,30182.88,305.11,0.00,0.00,12167.23,,,,17710.54
Orlando,Weekly,"2023-02-19 00:00:00",Organic,1.290932491,23871.30,285.11,0.00,0.00,20433.17,,,,3153.01
Orlando,Weekly,"2023-02-12 00:00:00",Organic,1.207152092,24618.64,247.97,0.00,0.00,19610.88,,,,4759.78
Orlando,Weekly,"2023-02-05 00:00:00",Organic,1.246858276,25691.85,334.58,0.00,0.00,17519.48,,,,7837.79
Peoria/Springfield,Weekly,"2023-02-26 00:00:00",Organic,1.624334854,3694.52,18.90,274.23,0.00,2535.96,,,,865.43
Peoria/Springfield,Weekly,"2023-02-19 00:00:00",Organic,1.534680890,3115.44,0.00,183.26,0.00,2427.61,,,,504.57
Peoria/Springfield,Weekly,"2023-02-12 00:00:00",Organic,1.610142728,3331.73,0.00,219.30,0.00,2280.76,,,,831.67
Peoria/Springfield,Weekly,"2023-02-05 00:00:00",Organic,1.585451797,3246.30,0.00,173.54,0.00,2363.14,,,,709.62
Philadelphia,Weekly,"2023-02-26 00:00:00",Organic,1.589228400,25783.58,1027.59,915.43,0.00,20292.15,,,,3548.41
Philadelphia,Weekly,"2023-02-19 00:00:00",Organic,1.548989501,27223.27,1107.20,1155.75,0.00,21294.46,,,,3665.87
Philadelphia,Weekly,"2023-02-12 00:00:00",Organic,1.559548748,28329.67,2041.09,1055.60,0.00,21707.91,,,,3525.06
Philadelphia,Weekly,"2023-02-05 00:00:00",Organic,1.601388111,24886.06,1058.28,1063.17,0.00,19703.50,,,,3061.11
Phoenix/Tucson,Weekly,"2023-02-26 00:00:00",Organic,1.197108540,34512.27,3161.13,603.97,0.00,13869.98,,,,16877.20
Phoenix/Tucson,Weekly,"2023-02-19 00:00:00",Organic,1.244159468,27718.35,2246.41,572.43,0.00,10629.54,,,,14269.98
Phoenix/Tucson,Weekly,"2023-02-12 00:00:00",Organic,1.140948358,28261.57,2153.51,420.58,0.00,12942.30,,,,12745.18
Phoenix/Tucson,Weekly,"2023-02-05 00:00:00",Organic,1.233006775,28535.76,2532.31,489.41,0.00,10745.83,,,,14768.22
Pittsburgh,Weekly,"2023-02-26 00:00:00",Organic,1.527279184,7098.70,586.20,5.50,0.00,5706.15,,,,800.85
Pittsburgh,Weekly,"2023-02-19 00:00:00",Organic,1.613678237,7670.17,687.03,8.15,0.00,5860.68,,,,1114.32
Pittsburgh,Weekly,"2023-02-12 00:00:00",Organic,1.545753958,7570.07,645.34,6.82,0.00,6099.20,,,,818.71
Pittsburgh,Weekly,"2023-02-05 00:00:00",Organic,1.611724248,9494.78,917.78,25.91,0.00,7463.92,,,,1087.17
Portland,Weekly,"2023-02-26 00:00:00",Organic,1.789691546,52022.08,15.85,8561.23,65.71,6098.93,,,,37280.37
Portland,Weekly,"2023-02-19 00:00:00",Organic,1.870855518,31900.67,1.34,5843.94,0.00,5202.75,,,,20852.65
Portland,Weekly,"2023-02-12 00:00:00",Organic,1.866557722,38221.34,13.02,5722.55,0.00,5720.40,,,,26765.38
Portland,Weekly,"2023-02-05 00:00:00",Organic,1.962361543,33565.38,13.41,4497.55,0.00,4581.15,,,,24473.27
Providence,Weekly,"2023-02-26 00:00:00",Organic,1.606384788,3710.16,6.93,1.39,0.00,3701.85,,,,0.00
Providence,Weekly,"2023-02-19 00:00:00",Organic,1.635607597,3723.73,5.05,5.56,0.00,3713.11,,,,0.00
Providence,Weekly,"2023-02-12 00:00:00",Organic,1.638507747,4055.05,1.39,13.89,0.00,4039.77,,,,0.00
Providence,Weekly,"2023-02-05 00:00:00",Organic,1.735024041,4102.86,5.56,5.56,0.00,4091.75,,,,0.00
Raleigh/Greensboro,Weekly,"2023-02-26 00:00:00",Organic,1.513996406,25213.46,582.02,1735.13,15.98,21629.97,,,,1250.36
Raleigh/Greensboro,Weekly,"2023-02-19 00:00:00",Organic,1.518293494,27527.05,601.93,1839.53,38.32,23874.41,,,,1172.84
Raleigh/Greensboro,Weekly,"2023-02-12 00:00:00",Organic,1.434022052,27818.56,531.50,1752.19,20.24,24336.43,,,,1178.21
Raleigh/Greensboro,Weekly,"2023-02-05 00:00:00",Organic,1.507011344,27846.41,660.62,2271.85,25.59,24428.56,,,,459.80
Richmond/Norfolk,Weekly,"2023-02-26 00:00:00",Organic,1.423541757,21167.15,0.00,979.63,0.00,16146.65,,,,4040.87
Richmond/Norfolk,Weekly,"2023-02-19 00:00:00",Organic,1.388079120,22009.05,0.00,981.55,2.14,17412.10,,,,3613.26
Richmond/Norfolk,Weekly,"2023-02-12 00:00:00",Organic,1.385166635,20559.24,1.07,1184.53,4.29,15189.11,,,,4180.25
Richmond/Norfolk,Weekly,"2023-02-05 00:00:00",Organic,1.449783101,21120.44,3.22,1349.55,3.22,15786.02,,,,3978.44
Roanoke,Weekly,"2023-02-26 00:00:00",Organic,1.586866334,10519.96,0.00,847.95,0.00,5907.33,,,,3764.68
Roanoke,Weekly,"2023-02-19 00:00:00",Organic,1.552723632,10176.46,0.00,718.84,0.00,6162.54,,,,3295.08
Roanoke,Weekly,"2023-02-12 00:00:00",Organic,1.444783112,10113.84,1.15,838.07,0.00,5937.57,,,,3337.05
Roanoke,Weekly,"2023-02-05 00:00:00",Organic,1.536942255,10429.53,1.16,945.07,0.00,5577.34,,,,3905.97
Sacramento,Weekly,"2023-02-26 00:00:00",Organic,1.051931095,42221.46,3452.96,1363.48,0.00,34525.01,,,,2880.01
Sacramento,Weekly,"2023-02-19 00:00:00",Organic,1.155561825,39555.13,3012.84,1247.97,0.00,32386.84,,,,2907.48
Sacramento,Weekly,"2023-02-12 00:00:00",Organic,1.125532688,38441.83,2068.60,1102.00,0.00,31950.20,,,,3321.03
Sacramento,Weekly,"2023-02-05 00:00:00",Organic,1.171657067,37850.08,3375.39,1571.94,0.00,29738.53,,,,3164.21
"San Diego",Weekly,"2023-02-26 00:00:00",Organic,1.992306622,22418.29,1642.13,422.90,0.00,8893.76,,,,11459.50
"San Diego",Weekly,"2023-02-19 00:00:00",Organic,1.908560257,21457.33,1648.80,537.00,0.00,7940.36,,,,11331.17
"San Diego",Weekly,"2023-02-12 00:00:00",Organic,1.821455037,23060.45,1619.62,362.76,0.00,7727.48,,,,13350.60
"San Diego",Weekly,"2023-02-05 00:00:00",Organic,1.957236607,23005.38,1577.16,360.29,0.00,7652.14,,,,13415.78
"San Francisco",Weekly,"2023-02-26 00:00:00",Organic,1.670730447,63796.44,6843.38,2020.45,0.00,40141.17,,,,14791.44
"San Francisco",Weekly,"2023-02-19 00:00:00",Organic,2.006742538,58862.25,4279.30,1542.10,0.00,37209.60,,,,15831.25
"San Francisco",Weekly,"2023-02-12 00:00:00",Organic,1.931262021,64107.62,3607.53,1736.01,0.00,43069.05,,,,15695.03
"San Francisco",Weekly,"2023-02-05 00:00:00",Organic,1.965295117,60993.36,3815.65,1824.67,0.00,38733.81,,,,16619.23
Seattle,Weekly,"2023-02-26 00:00:00",Organic,2.245181709,80843.81,530.09,11564.23,28.08,9929.85,,,,58791.56
Seattle,Weekly,"2023-02-19 00:00:00",Organic,2.241338632,76173.67,729.77,12227.54,22.45,7095.90,,,,56098.00
Seattle,Weekly,"2023-02-12 00:00:00",Organic,2.312108163,73285.05,570.41,13238.41,15.72,7612.50,,,,51848.01
Seattle,Weekly,"2023-02-05 00:00:00",Organic,2.334302938,59507.06,498.54,7000.93,8.98,6044.85,,,,45953.75
"South Carolina",Weekly,"2023-02-26 00:00:00",Organic,1.577125530,18977.35,690.33,2013.68,4.68,12814.82,,,,3453.84
"South Carolina",Weekly,"2023-02-19 00:00:00",Organic,1.411405486,23021.69,858.75,1700.75,0.00,17088.70,,,,3373.49
"South Carolina",Weekly,"2023-02-12 00:00:00",Organic,1.165609305,32587.97,686.15,1599.01,10.53,27108.10,,,,3184.18
"South Carolina",Weekly,"2023-02-05 00:00:00",Organic,1.244419464,36104.31,1236.69,2017.63,9.37,29010.83,,,,3829.79
Spokane,Weekly,"2023-02-26 00:00:00",Organic,1.722334525,6233.19,83.31,1054.12,0.00,1878.06,,,,3217.70
Spokane,Weekly,"2023-02-19 00:00:00",Organic,1.561430372,4259.43,95.15,626.95,0.00,1726.20,,,,1811.13
Spokane,Weekly,"2023-02-12 00:00:00",Organic,1.570638171,3829.72,107.02,635.34,0.00,1823.85,,,,1263.51
Spokane,Weekly,"2023-02-05 00:00:00",Organic,1.907063016,4528.05,49.27,581.07,0.00,1451.10,,,,2446.61
"St. Louis",Weekly,"2023-02-26 00:00:00",Organic,1.936216394,7473.94,1542.80,555.05,0.00,3324.96,,,,2051.12
"St. Louis",Weekly,"2023-02-19 00:00:00",Organic,1.876044418,7588.97,2323.50,494.35,0.00,3192.92,,,,1578.20
"St. Louis",Weekly,"2023-02-12 00:00:00",Organic,2.080138976,6587.37,1122.32,628.98,0.00,2746.80,,,,2089.27
"St. Louis",Weekly,"2023-02-05 00:00:00",Organic,1.975685624,7143.78,1551.22,585.00,0.00,3309.08,,,,1698.48
Syracuse,Weekly,"2023-02-26 00:00:00",Organic,1.565580903,4239.78,99.11,50.62,0.00,4036.20,,,,53.84
Syracuse,Weekly,"2023-02-19 00:00:00",Organic,1.519519468,4002.36,48.26,75.34,0.00,3809.84,,,,68.91
Syracuse,Weekly,"2023-02-12 00:00:00",Organic,1.468464114,4772.12,100.02,111.78,0.00,4494.66,,,,65.66
Syracuse,Weekly,"2023-02-05 00:00:00",Organic,1.557096156,4224.65,111.84,52.98,0.00,3976.91,,,,82.92
Tampa,Weekly,"2023-02-26 00:00:00",Organic,1.180998975,25244.55,236.27,0.00,0.00,11222.93,,,,13785.35
Tampa,Weekly,"2023-02-19 00:00:00",Organic,1.242917782,21715.15,366.75,1.04,0.00,16981.91,,,,4365.44
Tampa,Weekly,"2023-02-12 00:00:00",Organic,1.078825403,26382.26,287.13,0.00,0.00,16752.42,,,,9342.71
Tampa,Weekly,"2023-02-05 00:00:00",Organic,1.208141299,23072.35,264.44,0.00,0.00,14529.21,,,,8278.70
Toledo,Weekly,"2023-02-26 00:00:00",Organic,1.642230982,4095.48,15.34,361.74,0.00,1787.57,,,,1930.83
Toledo,Weekly,"2023-02-19 00:00:00",Organic,1.602845649,4078.06,15.96,323.52,0.00,1950.84,,,,1787.74
Toledo,Weekly,"2023-02-12 00:00:00",Organic,1.597524611,3902.93,10.22,324.54,0.00,1899.00,,,,1669.18
Toledo,Weekly,"2023-02-05 00:00:00",Organic,1.608716979,3863.99,17.18,282.52,0.00,2130.01,,,,1434.28
"West Tex/New Mexico",Weekly,"2023-02-26 00:00:00",Organic,0.862918019,36138.17,882.45,180.10,0.00,30962.27,,,,4113.35
"West Tex/New Mexico",Weekly,"2023-02-19 00:00:00",Organic,0.921065637,27297.88,974.81,130.41,0.00,22256.56,,,,3936.09
"West Tex/New Mexico",Weekly,"2023-02-12 00:00:00",Organic,0.892812621,39204.46,1149.19,87.10,0.00,26560.82,,,,11407.35
"West Tex/New Mexico",Weekly,"2023-02-05 00:00:00",Organic,1.257300660,22892.86,1372.13,135.33,0.00,12067.40,,,,9318.00
Wichita,Weekly,"2023-02-26 00:00:00",Organic,1.441850426,2594.79,306.53,18.04,0.00,1274.70,,,,995.52
Wichita,Weekly,"2023-02-19 00:00:00",Organic,1.471114177,2508.46,247.51,6.37,0.00,1160.25,,,,1094.33
Wichita,Weekly,"2023-02-12 00:00:00",Organic,1.481642371,3018.71,367.02,19.12,0.00,1399.65,,,,1232.92
Wichita,Weekly,"2023-02-05 00:00:00",Organic,1.258669850,2769.60,315.08,0.00,0.00,1593.90,,,,860.63
California,Weekly,"2023-02-26 00:00:00",Organic,1.541860828,333207.82,26858.60,6676.63,2.89,203729.14,,,,95940.56
California,Weekly,"2023-02-19 00:00:00",Organic,1.626093236,302724.55,23522.29,6209.02,10.13,174184.00,,,,98799.11
California,Weekly,"2023-02-12 00:00:00",Organic,1.516376846,333248.38,20406.06,5954.54,0.00,204675.78,,,,102212.00
California,Weekly,"2023-02-05 00:00:00",Organic,1.637396646,303631.13,20831.48,6795.24,0.00,171760.16,,,,104244.24
"Great Lakes",Weekly,"2023-02-26 00:00:00",Organic,1.557637908,157143.91,3221.74,17933.46,0.00,72301.24,,,,63687.48
"Great Lakes",Weekly,"2023-02-19 00:00:00",Organic,1.493921904,146942.68,4231.54,13824.74,0.00,79196.45,,,,49689.94
"Great Lakes",Weekly,"2023-02-12 00:00:00",Organic,1.517294073,141662.16,3014.34,14980.25,0.00,72764.30,,,,50903.26
"Great Lakes",Weekly,"2023-02-05 00:00:00",Organic,1.597760743,134140.71,2809.90,12797.19,0.00,70886.79,,,,47646.84
Midsouth,Weekly,"2023-02-26 00:00:00",Organic,1.542793721,221543.73,1999.37,16115.33,84.72,153170.18,,,,50174.14
Midsouth,Weekly,"2023-02-19 00:00:00",Organic,1.507134437,227099.22,1890.94,16367.02,104.43,162720.26,,,,46016.57
Midsouth,Weekly,"2023-02-12 00:00:00",Organic,1.484236998,226789.64,1709.24,16138.65,67.63,158881.51,,,,49992.60
Midsouth,Weekly,"2023-02-05 00:00:00",Organic,1.548037329,223876.54,1883.56,17345.27,63.37,163465.16,,,,41119.19
Northeast,Weekly,"2023-02-26 00:00:00",Organic,1.673058286,236793.36,7548.49,9833.96,1.57,201122.66,,,,18286.68
Northeast,Weekly,"2023-02-19 00:00:00",Organic,1.625388506,241394.95,7299.15,11288.59,4.51,205204.11,,,,17598.59
Northeast,Weekly,"2023-02-12 00:00:00",Organic,1.647270460,255456.87,13555.71,13190.32,10.90,211193.37,,,,17506.56
Northeast,Weekly,"2023-02-05 00:00:00",Organic,1.686529912,249432.67,8761.81,10465.92,6.82,213051.49,,,,17146.63
Plains,Weekly,"2023-02-26 00:00:00",Organic,1.354560123,63569.08,8864.99,6363.69,0.00,43196.86,,,,5143.54
Plains,Weekly,"2023-02-19 00:00:00",Organic,1.349680775,52731.71,7857.74,1772.72,0.00,38067.41,,,,5033.84
Plains,Weekly,"2023-02-12 00:00:00",Organic,1.427457160,52613.60,7342.21,2903.91,0.00,36918.45,,,,5449.03
Plains,Weekly,"2023-02-05 00:00:00",Organic,1.358077847,56347.80,7960.03,2959.95,0.00,40851.52,,,,4576.31
"South Central",Weekly,"2023-02-26 00:00:00",Organic,1.086921821,152965.17,12971.66,2080.56,0.00,106097.61,,,,31815.35
"South Central",Weekly,"2023-02-19 00:00:00",Organic,1.084188271,147196.01,12113.99,2716.70,0.00,99093.74,,,,33271.58
"South Central",Weekly,"2023-02-12 00:00:00",Organic,1.063406998,172770.65,15347.83,2805.38,365.49,113635.77,,,,40616.17
"South Central",Weekly,"2023-02-05 00:00:00",Organic,1.154962000,151910.34,14842.37,2843.71,22.15,103761.78,,,,30440.33
Southeast,Weekly,"2023-02-26 00:00:00",Organic,1.171111604,271639.48,2201.07,9421.26,9.19,152708.25,,,,107299.71
Southeast,Weekly,"2023-02-19 00:00:00",Organic,1.176778691,249392.25,2570.94,7739.89,4.11,179332.74,,,,59744.57
Southeast,Weekly,"2023-02-12 00:00:00",Organic,1.061329094,279001.68,2146.14,7878.95,13.82,205075.29,,,,63887.48
Southeast,Weekly,"2023-02-05 00:00:00",Organic,1.140625864,281660.17,2665.54,8493.12,12.82,207407.42,,,,63081.27
West,Weekly,"2023-02-26 00:00:00",Organic,1.370375033,557175.12,64096.24,31050.61,95.59,135222.07,,,,326710.61
West,Weekly,"2023-02-19 00:00:00",Organic,1.524304696,328066.79,15854.39,25944.73,23.83,108522.77,,,,177721.07
West,Weekly,"2023-02-12 00:00:00",Organic,1.492497779,348369.27,16107.99,27142.22,19.32,120976.45,,,,184123.29
West,Weekly,"2023-02-05 00:00:00",Organic,1.516590201,317843.54,16202.21,18172.67,12.46,98253.53,,,,185202.66
"Total U.S.",Weekly,"2023-02-26 00:00:00",Organic,1.419495303,1994037.68,127762.17,99475.49,193.96,1067548.00,,,,699058.06
"Total U.S.",Weekly,"2023-02-19 00:00:00",Organic,1.457181410,1695548.18,75340.99,85863.42,147.01,1046321.48,,,,487875.28
"Total U.S.",Weekly,"2023-02-12 00:00:00",Organic,1.410328900,1809912.24,79629.54,90994.22,477.17,1124120.92,,,,514690.39
"Total U.S.",Weekly,"2023-02-05 00:00:00",Organic,1.474257417,1718842.90,75956.91,79873.06,117.63,1069437.84,,,,493457.47
"Source: IRI confidential information. HAB's calculation based in part on data reported by Information Resources, Inc. for the avocado category for Multi-Outlet (MULO). The information is believed to be reliable at the time supplied by IRI but is neither all-inclusive nor guaranteed by IRI. Without limiting the generality of the foregoing, specific data points may vary considerably from other information sources.",,,,,,,,,,,,,
